Time [d] Tr_in [TU], [TU m2/s]
6 8
-1 -425 -385 -335 -270 -252 -190 -485 -195 -195 -90 -90 -7 -7 0
107016	0.5	0.5	0.5	0.5	1.25	1.75	0	0	0.394	0.394	0	0	27.000	27.000
107381	0.5	0.5	0.5	0.5	1.85	2.75	0	0	0.619	0.619	0	0	45.000	45.000
107746	0.5	0.5	0.5	0.5	1.43	2.05	0	0	0.461	0.461	0	0	32.400	32.400
108111	0.5	0.5	0.5	0.5	4.34	6.90	0	0	1.553	1.553	0	0	119.700	119.700
108476	0.5	0.5	0.5	0.5	8.36	13.60	0	0	3.060	3.060	0	0	240.300	240.300
108841	0.5	0.5	0.5	0.5	4.85	7.75	0	0	1.744	1.744	0	0	135.000	135.000
109206	0.5	0.5	0.5	0.5	5.15	8.25	0	0	1.856	1.856	0	0	144.000	144.000
109571	0.5	0.5	0.5	0.5	3.44	5.41	0	0	1.217	1.217	0	0	92.842	92.842
109936	0.5	0.5	0.5	0.5	4.63	7.38	0	0	1.660	1.660	0	0	128.294	128.294
110301	0.5	0.5	0.5	0.5	5.29	8.49	0	0	1.910	1.910	0	0	148.275	148.275
110666	0.5	0.5	0.5	0.5	22.32	36.86	0	0	8.294	8.294	0	0	659.042	659.042
111031	0.5	0.5	0.5	0.5	21.66	35.77	0	0	8.049	8.049	0	0	639.420	639.420
111396	0.5	0.5	0.5	0.5	11.74	19.24	0	0	4.328	4.328	0	0	341.758	341.758
111761	0.5	0.5	0.5	0.5	8.29	13.49	0	0	3.034	3.034	0	0	238.258	238.258
112126	0.5	0.5	0.5	0.5	7.00	11.33	0	0	2.549	2.549	0	0	199.420	199.420
112491	0.5	0.5	0.5	0.5	7.20	11.67	0	0	2.626	2.626	0	0	205.588	205.588
112856	0.5	0.5	0.5	0.5	7.53	12.22	0	0	2.749	2.749	0	0	215.450	215.450
113221	0.5	0.5	0.5	0.5	7.11	11.52	0	0	2.591	2.591	0	0	202.800	202.800
113586	0.5	0.5	0.5	0.5	7.48	12.13	0	0	2.729	2.729	0	0	213.797	213.797
113951	0.5	0.5	0.5	0.5	4.97	7.96	0	0	1.790	1.790	0	0	138.693	138.693
114316	0.5	0.5	0.5	0.5	4.78	7.63	0	0	1.717	1.717	0	0	132.848	132.848
114681	0.5	0.5	0.5	0.5	5.09	8.15	0	0	1.835	1.835	0	0	142.269	142.269
115046	0.5	0.5	0.5	0.5	4.60	7.33	0	0	1.648	1.648	0	0	127.350	127.350
115411	0.5	0.5	0.5	0.5	3.54	5.57	0	0	1.254	1.254	0	0	95.800	95.800
115776	0.5	0.5	0.5	0.5	2.60	4.00	0	0	0.900	0.900	0	0	67.500	67.500
116141	0.5	0.5	0.5	0.5	2.92	4.53	0	0	1.020	1.020	0	0	77.100	77.100
116506	0.5	0.5	0.5	0.5	3.09	4.82	0	0	1.084	1.084	0	0	82.200	82.200
116871	0.5	0.5	0.5	0.5	2.76	4.27	0	0	0.960	0.960	0	0	72.300	72.300
117236	0.5	0.5	0.5	0.5	2.90	4.50	0	0	1.013	1.013	0	0	76.500	76.500
117601	0.5	0.5	0.5	0.5	4.19	6.65	0	0	1.496	1.496	0	0	115.200	115.200
117966	0.5	0.5	0.5	0.5	2.60	4.00	0	0	0.899	0.899	0	0	67.428	67.428
118331	0.5	0.5	0.5	0.5	2.51	3.84	0	0	0.865	0.865	0	0	64.702	64.702
118696	0.5	0.5	0.5	0.5	2.42	3.69	0	0	0.831	0.831	0	0	61.977	61.977
119061	0.5	0.5	0.5	0.5	2.33	3.54	0	0	0.797	0.797	0	0	59.254	59.254
119426	0.5	0.5	0.5	0.5	2.23	3.39	0	0	0.763	0.763	0	0	56.532	56.532
119791	0.5	0.5	0.5	0.5	2.14	3.24	0	0	0.729	0.729	0	0	53.811	53.811
120156	0.5	0.5	0.5	0.5	1.46	2.10	0	0	0.473	0.473	0	0	33.300	33.300
120521	0.5	0.5	0.5	0.5	1.55	2.24	0	0	0.504	0.504	0	0	35.850	35.850
120886	0.5	0.5	0.5	0.5	1.35	1.91	0	0	0.430	0.430	0	0	29.880	29.880
121251	0.5	0.5	0.5	0.5	1.60	2.33	0	0	0.524	0.524	0	0	37.420	37.420
121616	0.5	0.5	0.5	0.5	1.51	2.18	0	0	0.491	0.491	0	0	34.800	34.800
121981	0.5	0.5	0.5	0.5	1.41	2.02	0	0	0.453	0.453	0	0	31.770	31.770
122346	0.5	0.5	0.5	0.5	1.40	1.99	0	0	0.448	0.448	0	0	31.365	31.365
122711	0.5	0.5	0.5	0.5	1.86	2.76	0	0	0.621	0.621	0	0	45.180	45.180
123076	0.5	0.5	0.5	0.5	1.41	2.01	0	0	0.453	0.453	0	0	31.716	31.716
123441	0.5	0.5	0.5	0.5	1.38	1.97	0	0	0.443	0.443	0	0	30.924	30.924
123806	0.5	0.5	0.5	0.5	1.29	1.81	0	0	0.407	0.407	0	0	28.065	28.065
124171	0.5	0.5	0.5	0.5	1.22	1.69	0	0	0.381	0.381	0	0	25.990	25.990
124536	0.5	0.5	0.5	0.5	1.33	1.88	0	0	0.423	0.423	0	0	29.302	29.302
124901	0.5	0.5	0.5	0.5	1.31	1.84	0	0	0.415	0.415	0	0	28.676	28.676
