Time [d] He_in [ccSTP/g], [ccSTP/g m2/s]
6 8
-1 -430 -400 -330 -310 -253 -190 -485 -195 -195 -90 -90 -7 -7 0 
0 2.5e-05 2.5e-05 2e-05 2e-05 8e-06 3e-06 0 0 7.875e-07 7.875e-07 0 0 3.446642949120001e-07 3.446642949120001e-07 
1000000 2.5e-05 2.5e-05 2e-05 2e-05 8e-06 3e-06 0 0 7.875e-07 7.875e-07 0 0 3.446642949120001e-07 3.446642949120001e-07 
