Time [d] Ar_in [ccSTP/g], [ccSTP/g m2/s]
6 8
-1 -430 -400 -330 -310 -253 -190 -485 -195 -195 -90 -90 -7 -7 0 
0 2.5e-07 3e-07 3.5e-07 3.5e-07 7.5002832576e-07 8.333648063999999e-07 0 0 1.8750708144e-07 1.8750708144e-07 0 0 7.5002832576e-06 7.5002832576e-06 
1000000 2.5e-07 3e-07 3.5e-07 3.5e-07 7.5002832576e-07 8.333648063999999e-07 0 0 1.8750708144e-07 1.8750708144e-07 0 0 7.5002832576e-06 7.5002832576e-06 
