Time [d] Tr_in [TU], [TU m2/s]
6 8
-1 -425 -385 -335 -270 -252 -190 -485 -195 -195 -90 -90 -7 -7 0
126361	0.5	0.5	0.5	0.5	1.10	1.58	0	0	0.356	0.356	0	0	26.174	26.174
126726	0.5	0.5	0.5	0.5	1.08	1.55	0	0	0.349	0.349	0	0	25.549	25.549
127091	0.5	0.5	0.5	0.5	1.07	1.52	0	0	0.342	0.342	0	0	24.923	24.923
127456	0.5	0.5	0.5	0.5	1.05	1.49	0	0	0.335	0.335	0	0	24.298	24.298
127821	0.5	0.5	0.5	0.5	1.03	1.46	0	0	0.328	0.328	0	0	23.672	23.672
128186	0.5	0.5	0.5	0.5	1.02	1.43	0	0	0.321	0.321	0	0	23.047	23.047
128551	0.5	0.5	0.5	0.5	1.00	1.40	0	0	0.314	0.314	0	0	22.421	22.421
128916	0.5	0.5	0.5	0.5	0.98	1.36	0	0	0.307	0.307	0	0	21.796	21.796
129281	0.5	0.5	0.5	0.5	0.96	1.33	0	0	0.300	0.300	0	0	21.170	21.170
129646	0.5	0.5	0.5	0.5	0.95	1.30	0	0	0.293	0.293	0	0	20.545	20.545
130011	0.5	0.5	0.5	0.5	0.93	1.27	0	0	0.286	0.286	0	0	19.919	19.919
130376	0.5	0.5	0.5	0.5	0.91	1.24	0	0	0.279	0.279	0	0	19.294	19.294
131110	0.5	0.5	0.5	0.5	0.91	1.24	0	0	0.279	0.279	0	0	19.294	19.294
