Time [d]   pH [-]
6 8
-1 -430 -400 -330 -310 -253 -190 -485 -195 -195 -90 -90 -7 -7 0 
0 6 6 6.1 6.2 6.4 6.65 0 0 1.49625 1.49625 0 0 81 81 
1000000 6 6 6.1 6.2 6.4 6.65 0 0 1.49625 1.49625 0 0 81 81 
