Time[d] conc. [mmol/m3] [mmol/m3 m2/s]
6 8
-1 -430 -400 -330 -310 -253 -190 -485 -195 -195 -90 -90 -7 -7 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 10000 10000 
1000000 0 0 0 0 0 0 0 0 0 0 0 0 10000 10000 
