Time [d]   mmol/m3
6 8
-1 -430 -400 -330 -310 -253 -190 -485 -195 -195 -90 -90 -7 -7 0 
0 175000 165000 165000 110000 35000 30000 0 0 6750 6750 0 0 0 0 
1000000 175000 165000 165000 110000 35000 30000 0 0 6750 6750 0 0 0 0 
