Time [d] Ne_in [ccSTP/g], [ccSTP/g m2/s]
6 8
-1 -430 -400 -330 -310 -253 -190 -485 -195 -195 -90 -90 -7 -7 0 
0 7.5e-08 8e-08 9e-08 9e-08 1.39e-07 1.47e-07 0 0 3.31e-08 3.315e-08 0 0 1.39e-06 1.39e-06 
1000000 7.5e-08 8e-08 9e-08 9e-08 1.39e-07 1.47e-07 0 0 3.31e-08 3.31e-08 0 0 1.39e-06 1.39e-06 
