Depth [m]	U [m/s]	V [m/s]	T [°C]	S [permil]	k [J/kg]	eps [W/kg]
-94	0	0	23.109999999999999	2.122000000000000	0.000003000000000	0.000000000500000
-95	0	0	23.113000000000000	2.143000000000000	0.000003000000000	0.000000000500000
-96	0	0	23.114000000000001	2.162000000000000	0.000003000000000	0.000000000500000
-97	0	0	23.114999999999998	2.187000000000000	0.000003000000000	0.000000000500000
-98	0	0	23.117000000000001	2.207000000000000	0.000003000000000	0.000000000500000
-99	0	0	23.120000000000001	2.229000000000000	0.000003000000000	0.000000000500000
-100	0	0	23.122000000000000	2.248000000000000	0.000003000000000	0.000000000500000
-101	0	0	23.123999999999999	2.268000000000000	0.000003000000000	0.000000000500000
-102	0	0	23.129999999999999	2.282000000000000	0.000003000000000	0.000000000500000
-103	0	0	23.132999999999999	2.301000000000000	0.000003000000000	0.000000000500000
-104	0	0	23.137000000000000	2.311000000000000	0.000003000000000	0.000000000500000
-105	0	0	23.140000000000001	2.328000000000000	0.000003000000000	0.000000000500000
-106	0	0	23.143000000000001	2.343000000000000	0.000003000000000	0.000000000500000
-107	0	0	23.146999999999998	2.360000000000000	0.000003000000000	0.000000000500000
-108	0	0	23.149000000000001	2.375000000000000	0.000003000000000	0.000000000500000
-109	0	0	23.152000000000001	2.393000000000000	0.000003000000000	0.000000000500000
-110	0	0	23.155999999999999	2.406000000000000	0.000003000000000	0.000000000500000
-111	0	0	23.163000000000000	2.420000000000000	0.000003000000000	0.000000000500000
-112	0	0	23.164000000000001	2.435000000000000	0.000003000000000	0.000000000500000
-113	0	0	23.166000000000000	2.450000000000000	0.000003000000000	0.000000000500000
-114	0	0	23.172999999999998	2.466000000000000	0.000003000000000	0.000000000500000
-115	0	0	23.177000000000000	2.484000000000000	0.000003000000000	0.000000000500000
-116	0	0	23.187999999999999	2.500000000000000	0.000003000000000	0.000000000500000
-117	0	0	23.193000000000001	2.509000000000000	0.000003000000000	0.000000000500000
-118	0	0	23.199000000000002	2.520000000000000	0.000003000000000	0.000000000500000
-119	0	0	23.204000000000001	2.537000000000000	0.000003000000000	0.000000000500000
-120	0	0	23.209000000000000	2.546000000000000	0.000003000000000	0.000000000500000
-121	0	0	23.213999999999999	2.555000000000000	0.000003000000000	0.000000000500000
-122	0	0	23.221000000000000	2.569000000000000	0.000003000000000	0.000000000500000
-123	0	0	23.228999999999999	2.584000000000000	0.000003000000000	0.000000000500000
-124	0	0	23.233000000000001	2.593000000000000	0.000003000000000	0.000000000500000
-125	0	0	23.236999999999998	2.606000000000000	0.000003000000000	0.000000000500000
-126	0	0	23.241000000000000	2.613000000000000	0.000003000000000	0.000000000500000
-127	0	0	23.244000000000000	2.622000000000000	0.000003000000000	0.000000000500000
-128	0	0	23.251000000000001	2.628000000000000	0.000003000000000	0.000000000500000
-129	0	0	23.257999999999999	2.636000000000000	0.000003000000000	0.000000000500000
-130	0	0	23.260000000000002	2.640000000000000	0.000003000000000	0.000000000500000
-131	0	0	23.266999999999999	2.648000000000000	0.000003000000000	0.000000000500000
-132	0	0	23.271000000000001	2.654000000000000	0.000003000000000	0.000000000500000
-133	0	0	23.276000000000000	2.659000000000000	0.000003000000000	0.000000000500000
-134	0	0	23.279000000000000	2.662000000000000	0.000003000000000	0.000000000500000
-135	0	0	23.283999999999999	2.664000000000000	0.000003000000000	0.000000000500000
-136	0	0	23.289000000000001	2.669000000000000	0.000003000000000	0.000000000500000
-137	0	0	23.294000000000000	2.670000000000000	0.000003000000000	0.000000000500000
-138	0	0	23.297999999999998	2.674000000000000	0.000003000000000	0.000000000500000
-139	0	0	23.300999999999998	2.678000000000000	0.000003000000000	0.000000000500000
-140	0	0	23.303999999999998	2.681000000000000	0.000003000000000	0.000000000500000
-141	0	0	23.306999999999999	2.686000000000000	0.000003000000000	0.000000000500000
-142	0	0	23.312000000000001	2.688000000000000	0.000003000000000	0.000000000500000
-143	0	0	23.314000000000000	2.690000000000000	0.000003000000000	0.000000000500000
-144	0	0	23.315999999999999	2.692000000000000	0.000003000000000	0.000000000500000
-145	0	0	23.318999999999999	2.696000000000000	0.000003000000000	0.000000000500000
-146	0	0	23.321999999999999	2.698000000000000	0.000003000000000	0.000000000500000
-147	0	0	23.324999999999999	2.701000000000000	0.000003000000000	0.000000000500000
-148	0	0	23.327999999999999	2.703000000000000	0.000003000000000	0.000000000500000
-149	0	0	23.329999999999998	2.705000000000000	0.000003000000000	0.000000000500000
-150	0	0	23.332000000000001	2.707000000000000	0.000003000000000	0.000000000500000
-151	0	0	23.335999999999999	2.709000000000000	0.000003000000000	0.000000000500000
-152	0	0	23.340000000000000	2.711000000000000	0.000003000000000	0.000000000500000
-153	0	0	23.344000000000001	2.713000000000000	0.000003000000000	0.000000000500000
-154	0	0	23.347000000000001	2.717000000000000	0.000003000000000	0.000000000500000
-155	0	0	23.349000000000000	2.719000000000000	0.000003000000000	0.000000000500000
-156	0	0	23.353000000000002	2.722000000000000	0.000003000000000	0.000000000500000
-157	0	0	23.356999999999999	2.725000000000000	0.000003000000000	0.000000000500000
-158	0	0	23.359000000000002	2.728000000000000	0.000003000000000	0.000000000500000
-159	0	0	23.361999999999998	2.729000000000000	0.000003000000000	0.000000000500000
-160	0	0	23.366000000000000	2.733000000000000	0.000003000000000	0.000000000500000
-161	0	0	23.372000000000000	2.735000000000000	0.000003000000000	0.000000000500000
-162	0	0	23.373999999999999	2.738000000000000	0.000003000000000	0.000000000500000
-163	0	0	23.379999999999999	2.739000000000000	0.000003000000000	0.000000000500000
-164	0	0	23.385000000000002	2.742000000000000	0.000003000000000	0.000000000500000
-165	0	0	23.390000000000001	2.746000000000000	0.000003000000000	0.000000000500000
-166	0	0	23.393000000000001	2.748000000000000	0.000003000000000	0.000000000500000
-167	0	0	23.398000000000000	2.751000000000000	0.000003000000000	0.000000000500000
-168	0	0	23.402000000000001	2.756000000000000	0.000003000000000	0.000000000500000
-169	0	0	23.408000000000001	2.760000000000000	0.000003000000000	0.000000000500000
-170	0	0	23.417000000000002	2.762000000000000	0.000003000000000	0.000000000500000
-171	0	0	23.422999999999998	2.766000000000000	0.000003000000000	0.000000000500000
-172	0	0	23.428000000000001	2.770000000000000	0.000003000000000	0.000000000500000
-173	0	0	23.431000000000001	2.774000000000000	0.000003000000000	0.000000000500000
-174	0	0	23.437000000000001	2.778000000000000	0.000003000000000	0.000000000500000
-175	0	0	23.442000000000000	2.785000000000000	0.000003000000000	0.000000000500000
-176	0	0	23.449000000000002	2.790000000000000	0.000003000000000	0.000000000500000
-177	0	0	23.452000000000002	2.798000000000000	0.000003000000000	0.000000000500000
-178	0	0	23.463999999999999	2.803000000000000	0.000003000000000	0.000000000500000
-179	0	0	23.475000000000001	2.812000000000000	0.000003000000000	0.000000000500000
-180	0	0	23.483000000000001	2.826000000000000	0.000003000000000	0.000000000500000
-181	0	0	23.492000000000001	2.834000000000000	0.000003000000000	0.000000000500000
-182	0	0	23.504999999999999	2.843000000000000	0.000003000000000	0.000000000500000
-183	0	0	23.520000000000000	2.860000000000000	0.000003000000000	0.000000000500000
-184	0	0	23.539999999999999	2.879000000000000	0.000003000000000	0.000000000500000
-185	0	0	23.556999999999999	2.897000000000000	0.000003000000000	0.000000000500000
-186	0	0	23.574000000000002	2.914000000000000	0.000003000000000	0.000000000500000
-187	0	0	23.588999999999999	2.934000000000000	0.000003000000000	0.000000000500000
-188	0	0	23.606000000000002	2.956000000000000	0.000003000000000	0.000000000500000
-189	0	0	23.623999999999999	2.972000000000000	0.000003000000000	0.000000000500000
-190	0	0	23.648000000000000	3.001000000000000	0.000003000000000	0.000000000500000
-191	0	0	23.670000000000002	3.025000000000000	0.000003000000000	0.000000000500000
-192	0	0	23.702000000000002	3.050000000000000	0.000003000000000	0.000000000500000
-193	0	0	23.719999999999999	3.075000000000000	0.000003000000000	0.000000000500000
-194	0	0	23.742000000000001	3.092000000000000	0.000003000000000	0.000000000500000
-195	0	0	23.754999999999999	3.114000000000000	0.000003000000000	0.000000000500000
-196	0	0	23.777000000000001	3.137000000000000	0.000003000000000	0.000000000500000
-197	0	0	23.797999999999998	3.155000000000000	0.000003000000000	0.000000000500000
-198	0	0	23.808000000000000	3.174000000000000	0.000003000000000	0.000000000500000
-199	0	0	23.821999999999999	3.190000000000000	0.000003000000000	0.000000000500000
-200	0	0	23.838999999999999	3.206000000000000	0.000003000000000	0.000000000500000
-201	0	0	23.850000000000001	3.217000000000000	0.000003000000000	0.000000000500000
-202	0	0	23.859999999999999	3.222000000000000	0.000003000000000	0.000000000500000
-203	0	0	23.872000000000000	3.228000000000000	0.000003000000000	0.000000000500000
-204	0	0	23.875000000000000	3.232000000000000	0.000003000000000	0.000000000500000
-205	0	0	23.882000000000001	3.233000000000000	0.000003000000000	0.000000000500000
-206	0	0	23.882999999999999	3.241000000000000	0.000003000000000	0.000000000500000
-207	0	0	23.888000000000002	3.245000000000000	0.000003000000000	0.000000000500000
-208	0	0	23.890999999999998	3.246000000000000	0.000003000000000	0.000000000500000
-209	0	0	23.891999999999999	3.248000000000000	0.000003000000000	0.000000000500000
-210	0	0	23.896000000000001	3.250000000000000	0.000003000000000	0.000000000500000
-211	0	0	23.896000000000001	3.251000000000000	0.000003000000000	0.000000000500000
-212	0	0	23.896999999999998	3.253000000000000	0.000003000000000	0.000000000500000
-213	0	0	23.899000000000001	3.253000000000000	0.000003000000000	0.000000000500000
-214	0	0	23.898000000000000	3.253000000000000	0.000003000000000	0.000000000500000
-215	0	0	23.898000000000000	3.253000000000000	0.000003000000000	0.000000000500000
-216	0	0	23.896999999999998	3.253000000000000	0.000003000000000	0.000000000500000
-217	0	0	23.898000000000000	3.253000000000000	0.000003000000000	0.000000000500000
-218	0	0	23.899000000000001	3.253000000000000	0.000003000000000	0.000000000500000
-219	0	0	23.899999999999999	3.253000000000000	0.000003000000000	0.000000000500000
-220	0	0	23.899999999999999	3.253000000000000	0.000003000000000	0.000000000500000
-221	0	0	23.899000000000001	3.253000000000000	0.000003000000000	0.000000000500000
-222	0	0	23.899000000000001	3.253000000000000	0.000003000000000	0.000000000500000
-223	0	0	23.899999999999999	3.253000000000000	0.000003000000000	0.000000000500000
-224	0	0	23.901000000000000	3.253000000000000	0.000003000000000	0.000000000500000
-225	0	0	23.901000000000000	3.254000000000000	0.000003000000000	0.000000000500000
-226	0	0	23.902000000000001	3.255000000000000	0.000003000000000	0.000000000500000
-227	0	0	23.902999999999999	3.255000000000000	0.000003000000000	0.000000000500000
-228	0	0	23.904000000000000	3.256000000000000	0.000003000000000	0.000000000500000
-229	0	0	23.905000000000001	3.256000000000000	0.000003000000000	0.000000000500000
-230	0	0	23.905999999999999	3.258000000000000	0.000003000000000	0.000000000500000
-231	0	0	23.908000000000001	3.258000000000000	0.000003000000000	0.000000000500000
-232	0	0	23.908999999999999	3.259000000000000	0.000003000000000	0.000000000500000
-233	0	0	23.911000000000001	3.259000000000000	0.000003000000000	0.000000000500000
-234	0	0	23.913000000000000	3.260000000000000	0.000003000000000	0.000000000500000
-235	0	0	23.914999999999999	3.261000000000000	0.000003000000000	0.000000000500000
-236	0	0	23.916000000000000	3.263000000000000	0.000003000000000	0.000000000500000
-237	0	0	23.919000000000000	3.264000000000000	0.000003000000000	0.000000000500000
-238	0	0	23.920999999999999	3.265000000000000	0.000003000000000	0.000000000500000
-239	0	0	23.925000000000001	3.266000000000000	0.000003000000000	0.000000000500000
-240	0	0	23.927000000000000	3.268000000000000	0.000003000000000	0.000000000500000
-241	0	0	23.930000000000000	3.270000000000000	0.000003000000000	0.000000000500000
-242	0	0	23.933000000000000	3.272000000000000	0.000003000000000	0.000000000500000
-243	0	0	23.937000000000001	3.274000000000000	0.000003000000000	0.000000000500000
-244	0	0	23.940999999999999	3.277000000000000	0.000003000000000	0.000000000500000
-245	0	0	23.946000000000002	3.282000000000000	0.000003000000000	0.000000000500000
-246	0	0	23.952000000000002	3.287000000000000	0.000003000000000	0.000000000500000
-247	0	0	23.959000000000000	3.292000000000000	0.000003000000000	0.000000000500000
-248	0	0	23.963999999999999	3.302000000000000	0.000003000000000	0.000000000500000
-249	0	0	23.972000000000001	3.313000000000000	0.000003000000000	0.000000000500000
-250	0	0	23.989000000000001	3.326000000000000	0.000003000000000	0.000000000500000
-251	0	0	24.004999999999999	3.344000000000000	0.000003000000000	0.000000000500000
-252	0	0	24.021000000000001	3.379000000000000	0.000003000000000	0.000000000500000
-253	0	0	24.058000000000000	3.434000000000000	0.000003000000000	0.000000000500000
-254	0	0	24.119000000000000	3.543000000000000	0.000003000000000	0.000000000500000
-255	0	0	24.207000000000001	3.716000000000000	0.000003000000000	0.000000000500000
-256	0	0	24.286000000000001	3.952000000000000	0.000003000000000	0.000000000500000
-257	0	0	24.366000000000000	4.163000000000000	0.000003000000000	0.000000000500000
-258	0	0	24.472999999999999	4.393000000000000	0.000003000000000	0.000000000500000
-259	0	0	24.577999999999999	4.569000000000000	0.000003000000000	0.000000000500000
-260	0	0	24.672000000000001	4.705000000000000	0.000003000000000	0.000000000500000
-261	0	0	24.748000000000001	4.809000000000000	0.000003000000000	0.000000000500000
-262	0	0	24.792999999999999	4.877000000000000	0.000003000000000	0.000000000500000
-263	0	0	24.827999999999999	4.911000000000000	0.000003000000000	0.000000000500000
-264	0	0	24.855000000000000	4.942000000000000	0.000003000000000	0.000000000500000
-265	0	0	24.878000000000000	4.966000000000000	0.000003000000000	0.000000000500000
-266	0	0	24.890999999999998	4.983000000000000	0.000003000000000	0.000000000500000
-267	0	0	24.905000000000001	4.993000000000000	0.000003000000000	0.000000000500000
-268	0	0	24.913000000000000	5.008000000000000	0.000003000000000	0.000000000500000
-269	0	0	24.930000000000000	5.008000000000000	0.000003000000000	0.000000000500000
-270	0	0	24.934999999999999	5.012000000000000	0.000003000000000	0.000000000500000
-271	0	0	24.937999999999999	5.015000000000000	0.000003000000000	0.000000000500000
-272	0	0	24.943000000000001	5.021000000000000	0.000003000000000	0.000000000500000
-273	0	0	24.948000000000000	5.025000000000000	0.000003000000000	0.000000000500000
-274	0	0	24.954000000000001	5.029000000000000	0.000003000000000	0.000000000500000
-275	0	0	24.960000000000001	5.031000000000000	0.000003000000000	0.000000000500000
-276	0	0	24.963000000000001	5.034000000000000	0.000003000000000	0.000000000500000
-277	0	0	24.969999999999999	5.038000000000000	0.000003000000000	0.000000000500000
-278	0	0	24.975000000000001	5.042000000000000	0.000003000000000	0.000000000500000
-279	0	0	24.978999999999999	5.043000000000000	0.000003000000000	0.000000000500000
-280	0	0	24.981000000000002	5.048000000000000	0.000003000000000	0.000000000500000
-281	0	0	24.984000000000002	5.051000000000000	0.000003000000000	0.000000000500000
-282	0	0	24.988000000000000	5.052000000000000	0.000003000000000	0.000000000500000
-283	0	0	24.991000000000000	5.053000000000000	0.000003000000000	0.000000000500000
-284	0	0	24.995999999999999	5.055000000000000	0.000003000000000	0.000000000500000
-285	0	0	24.998000000000001	5.062000000000000	0.000003000000000	0.000000000500000
-286	0	0	25.007000000000001	5.062000000000000	0.000003000000000	0.000000000500000
-287	0	0	25.010000000000002	5.062000000000000	0.000003000000000	0.000000000500000
-288	0	0	25.010999999999999	5.064000000000000	0.000003000000000	0.000000000500000
-289	0	0	25.015999999999998	5.065000000000000	0.000003000000000	0.000000000500000
-290	0	0	25.015999999999998	5.071000000000000	0.000003000000000	0.000000000500000
-291	0	0	25.018999999999998	5.072000000000000	0.000003000000000	0.000000000500000
-292	0	0	25.026000000000000	5.074000000000000	0.000003000000000	0.000000000500000
-293	0	0	25.027999999999999	5.074000000000000	0.000003000000000	0.000000000500000
-294	0	0	25.033000000000001	5.075000000000000	0.000003000000000	0.000000000500000
-295	0	0	25.039999999999999	5.079000000000000	0.000003000000000	0.000000000500000
-296	0	0	25.042999999999999	5.081000000000000	0.000003000000000	0.000000000500000
-297	0	0	25.048999999999999	5.084000000000000	0.000003000000000	0.000000000500000
-298	0	0	25.056999999999999	5.090000000000000	0.000003000000000	0.000000000500000
-299	0	0	25.067000000000000	5.092000000000000	0.000003000000000	0.000000000500000
-300	0	0	25.076000000000001	5.100000000000000	0.000003000000000	0.000000000500000
-301	0	0	25.082999999999998	5.108000000000000	0.000003000000000	0.000000000500000
-302	0	0	25.093000000000000	5.114000000000000	0.000003000000000	0.000000000500000
-303	0	0	25.106000000000002	5.124000000000000	0.000003000000000	0.000000000500000
-304	0	0	25.117999999999999	5.133000000000000	0.000003000000000	0.000000000500000
-305	0	0	25.132000000000001	5.149000000000000	0.000003000000000	0.000000000500000
-306	0	0	25.146999999999998	5.169000000000000	0.000003000000000	0.000000000500000
-307	0	0	25.160000000000000	5.189000000000000	0.000003000000000	0.000000000500000
-308	0	0	25.175000000000001	5.208000000000000	0.000003000000000	0.000000000500000
-309	0	0	25.198000000000000	5.231000000000000	0.000003000000000	0.000000000500000
-310	0	0	25.219000000000001	5.257000000000000	0.000003000000000	0.000000000500000
-311	0	0	25.241000000000000	5.291000000000000	0.000003000000000	0.000000000500000
-312	0	0	25.270000000000000	5.329000000000000	0.000003000000000	0.000000000500000
-313	0	0	25.295999999999999	5.355000000000000	0.000003000000000	0.000000000500000
-314	0	0	25.318999999999999	5.386000000000000	0.000003000000000	0.000000000500000
-315	0	0	25.341999999999999	5.407000000000000	0.000003000000000	0.000000000500000
-316	0	0	25.370999999999999	5.441000000000000	0.000003000000000	0.000000000500000
-317	0	0	25.390999999999998	5.462000000000000	0.000003000000000	0.000000000500000
-318	0	0	25.408000000000001	5.476000000000000	0.000003000000000	0.000000000500000
-319	0	0	25.430000000000000	5.500000000000000	0.000003000000000	0.000000000500000
-320	0	0	25.449000000000002	5.518000000000000	0.000003000000000	0.000000000500000
-321	0	0	25.471000000000000	5.531000000000000	0.000003000000000	0.000000000500000
-322	0	0	25.484999999999999	5.545000000000000	0.000003000000000	0.000000000500000
-323	0	0	25.498000000000001	5.554000000000000	0.000003000000000	0.000000000500000
-324	0	0	25.507000000000001	5.566000000000000	0.000003000000000	0.000000000500000
-325	0	0	25.520000000000000	5.570000000000000	0.000003000000000	0.000000000500000
-326	0	0	25.530999999999999	5.582000000000000	0.000003000000000	0.000000000500000
-327	0	0	25.544000000000000	5.592000000000000	0.000003000000000	0.000000000500000
-328	0	0	25.553999999999998	5.604000000000000	0.000003000000000	0.000000000500000
-329	0	0	25.562999999999999	5.615000000000000	0.000003000000000	0.000000000500000
-330	0	0	25.577999999999999	5.619000000000000	0.000003000000000	0.000000000500000
-331	0	0	25.585999999999999	5.623000000000000	0.000003000000000	0.000000000500000
-332	0	0	25.596000000000000	5.632000000000000	0.000003000000000	0.000000000500000
-333	0	0	25.603000000000002	5.635000000000000	0.000003000000000	0.000000000500000
-334	0	0	25.614000000000001	5.640000000000000	0.000003000000000	0.000000000500000
-335	0	0	25.619000000000000	5.642000000000000	0.000003000000000	0.000000000500000
-336	0	0	25.623999999999999	5.646000000000000	0.000003000000000	0.000000000500000
-337	0	0	25.634000000000000	5.647000000000000	0.000003000000000	0.000000000500000
-338	0	0	25.635999999999999	5.652000000000000	0.000003000000000	0.000000000500000
-339	0	0	25.640999999999998	5.653000000000000	0.000003000000000	0.000000000500000
-340	0	0	25.645000000000000	5.656000000000000	0.000003000000000	0.000000000500000
-341	0	0	25.649999999999999	5.656000000000000	0.000003000000000	0.000000000500000
-342	0	0	25.649999999999999	5.657000000000000	0.000003000000000	0.000000000500000
-343	0	0	25.655999999999999	5.659000000000000	0.000003000000000	0.000000000500000
-344	0	0	25.657000000000000	5.660000000000000	0.000003000000000	0.000000000500000
-345	0	0	25.660000000000000	5.662000000000000	0.000003000000000	0.000000000500000
-346	0	0	25.667000000000002	5.662000000000000	0.000003000000000	0.000000000500000
-347	0	0	25.670999999999999	5.660000000000000	0.000003000000000	0.000000000500000
-348	0	0	25.670999999999999	5.664000000000000	0.000003000000000	0.000000000500000
-349	0	0	25.672000000000001	5.663000000000000	0.000003000000000	0.000000000500000
-350	0	0	25.673999999999999	5.665000000000000	0.000003000000000	0.000000000500000
-351	0	0	25.678000000000001	5.666000000000000	0.000003000000000	0.000000000500000
-352	0	0	25.684000000000001	5.665000000000000	0.000003000000000	0.000000000500000
-353	0	0	25.678000000000001	5.667000000000000	0.000003000000000	0.000000000500000
-354	0	0	25.678999999999998	5.667000000000000	0.000003000000000	0.000000000500000
-355	0	0	25.681000000000001	5.667000000000000	0.000003000000000	0.000000000500000
