Time [d] 	u [m/s]	v [m/s]	Tair [?C]	sol [W m-2]	vap [mbar]	Longwave [W m-2]
208029	-0.9651	0.4409	19.01	155.39	16.37	368.44
208030	-0.5981	0.8487	19.71	118.55	16.71	380.75
208031	-0.7332	1.303	19.48	126.55	16.18	369.32
208032	-2.2602	2.0975	19.89	232.56	15.05	342.69
208033	-2.7647	1.9427	20.15	251.13	15.14	349.48
208034	-2.6611	2.19	20.76	237.09	15.54	363.2
208035	-2.1802	1.615	21.16	236.14	16.29	365.97
208036	-2.1201	1.9117	20.25	153.62	15.89	383.62
208037	-2.9257	1.6968	19.76	162.2	14.97	375.15
208038	-1.6373	1.8919	20.47	231.66	15.41	369.73
208039	-1.4841	1.5597	17.56	78.62	14.7	383.14
208040	-0.6498	1.6234	18.9	211.12	15.51	364.29
208041	-0.9745	1.4629	18.95	171.17	15.74	372.42
208042	-0.8619	1.1148	20.74	226.63	16.51	365.87
208043	-1.5127	1.5328	19.53	172.34	16.35	380.08
208044	-0.9488	0.7719	19	115.68	16.16	371.71
208045	-0.4218	2.0473	18.73	140.28	16.17	367.09
208046	-0.6157	1.5076	20.7	207.15	17.1	375.77
208047	-1.533	1.343	20.63	139.29	17.06	390.32
208048	-2.4672	1.9286	20.38	174.37	16.33	382.24
208049	-2.9501	3.9332	19.3	188.66	14.59	377.58
208050	-2.6423	2.9	20.38	216	15.22	375.89
208051	-2.3592	2.0519	21.46	269.45	15.89	352.85
208052	-0.9306	1.0624	20.07	169.46	15.83	379.36
208053	-2.6398	2.7232	21.07	216.63	16.53	368.51
208054	-3.7914	2.2806	19.1	130.77	14.58	369.02
208055	-2.3125	1.8105	20.64	266.26	15.26	346.43
208056	-0.8763	0.8888	19.54	168.73	15.51	364.29
208057	-0.635	1.3409	21.42	259.16	16.55	359.28
208058	-0.4601	1.3739	21.21	190.91	16.51	368.03
208059	-0.6982	0.9606	22.58	255.93	17.59	368.42
208060	-0.474	0.2532	19.86	106.82	17.02	386.72
208061	-0.0132	0.8075	18.91	87.86	16.34	376.56
208062	-0.9669	1.0549	22.35	268.95	17.29	364.69
208063	-1.4152	0.398	21.48	177.2	17.5	381.79
208064	-0.0972	0.9984	21.83	214.54	18.49	378.51
208065	-0.2525	-0.287	19.41	143.61	18.26	381.9
208066	-0.3527	0.5734	20.51	147.58	18.11	385.62
208067	0.0065	0.675	19.7	121.56	17.52	387.45
208068	-0.9797	0.8514	19.63	169.05	17.05	383.63
208069	-1.0106	-0.551	21.56	231.95	18.27	380.85
208070	0.3746	-0.4899	20.68	202.92	18.49	384.8
208071	0.4559	0.4242	21.68	227.05	19.16	382.12
208072	-0.6217	0.5016	21.82	211.22	19.28	385.42
208073	-0.3124	0.2645	21.32	179.74	18.35	381.07
208074	-0.3047	0.4763	20.8	164.04	18.13	379.45
208075	-1.049	0.5194	20.9	190.09	18.07	372.29
208076	0.3137	1.0963	22.48	261.91	18.47	373.54
208077	0.3657	-0.2047	20.09	166.21	18.42	376.98
208078	-0.7674	0.5869	20.51	174.08	18.15	381.91
208079	-3.0306	1.2883	22.39	259.34	17.09	370.19
208080	-3.4391	1.5837	21.61	250.53	15.85	369.35
208081	-2.7436	1.4442	21.9	279.6	16.22	358.59
208082	-0.567	0.4189	22.08	297.34	17.09	366.2
208083	0.6645	0.5406	22.06	232.31	18.09	372.58
208084	1.8581	-0.8541	19.51	175.18	17.55	373.6
208085	1.1025	0.8219	20.29	200.44	17.43	370.26
208086	-0.3957	-0.606	20.54	180.57	18.51	380.85
208087	1.3533	0.0159	19.59	137.65	17.4	381.68
208088	-0.176	-0.2986	20.56	186.23	18.25	370.11
208089	0.135	1.0622	20.65	247.2	18.67	370.4
208090	-0.2535	0.6401	22.77	256.27	19.46	377.12
208091	0.3472	-0.1624	22.12	208.55	19.16	377.12
208092	0.3839	-0.5255	21.48	214.07	19.19	377.45
208093	-0.0361	0.6641	21.3	166.25	18.9	380.74
208094	1.1729	-1.0118	20.26	159.96	18.17	378.58
208095	0.5323	-0.37	21.24	212.56	18.61	378.96
208096	0.6433	-0.6818	19.88	204.85	18.47	371.46
208097	0.4451	0.1418	20.33	214.68	19.04	374.26
208098	-0.1076	-0.3465	20.57	198.91	19.16	376.76
208099	0.8445	-0.2776	19.08	134.5	18.54	377.23
208100	-0.4934	0.6552	22.12	284.75	18.5	373.17
208101	0.4774	-1.05	19.45	154.38	18.6	374.93
208102	-0.7966	1.0483	20.18	244.08	17.72	369.09
208103	1.1611	-1.0728	20.03	145.59	18.66	378.26
208104	0.3457	0.0388	19.39	183.74	17.78	371.92
208105	0.7043	0.3957	21.64	234.31	18.9	378.43
208106	1.5353	-0.29	19.08	122.34	18.44	371.83
208107	-0.3148	0.0991	21.98	275.57	18.73	377.34
208108	1.0025	-0.1666	21.46	171.76	19.64	380.51
208109	0.8059	0.059	19.79	161.81	18.23	372.87
208110	0.2859	0.7145	22.38	240.61	18.88	374.09
208111	-0.8015	-0.4341	21.29	197.32	18.49	367.81
208112	-1.5469	-0.5314	20.98	193.95	18.46	367.69
208113	-1.177	-0.284	21.98	179.75	17.76	372.67
208114	-0.8374	0.2088	22.7	260.3	17.53	359.33
208115	-0.24	0.1735	21.64	187.71	17.3	363.94
208116	-0.9979	0.2361	23.5	291.76	18.1	357.61
208117	-0.3864	-0.2765	24.09	235.16	18.04	367.56
208118	0.6665	-0.5159	23.96	248.14	18.74	372.55
208119	0.9601	-0.4825	20.91	154.85	19.05	373.4
208120	-0.0668	0.0279	19.29	139.71	18.32	369.02
208121	-0.6551	0.3159	20.5	165.89	19.18	372.68
208122	0.7984	0.2375	18.52	126.17	18.39	372.65
208123	-1.0483	0.4217	20.73	220.93	18.67	367.68
208124	-0.0237	-0.0496	20.23	169.57	18.63	365.18
208125	-1.2159	-0.0157	21.09	205.67	18.47	369.37
208126	0.2901	0.4511	19.6	150	18.62	368.53
208127	0.2369	0.1957	19.72	156.59	18.97	371.28
208128	0.1244	0.2837	18.65	108.59	18.51	375.61
208129	-0.0364	0.4004	18.69	157.28	17.98	363.1
208130	-0.2562	-0.2419	17.93	86.94	17.72	372.5
208131	-2.0066	-0.3121	19.77	151.96	19.02	377.02
208132	-1.7835	0.3183	21	191.1	18.89	375.95
208133	-0.517	0.3385	20.59	171.19	18.9	375.97
208134	-0.731	0.1209	20.69	172.8	19.25	375.77
208135	0.0608	-0.7229	21.13	218.25	19.48	371.29
208136	0.6166	-0.2087	19.57	117.91	19.13	375.5
208137	0.7862	0.8676	18.79	141.57	18.25	365.97
208138	0.0162	0.3394	19.72	174.1	19.11	369.14
208139	0.6756	-0.2403	19.38	154.48	18.96	366.09
208140	0.3119	0.1877	19.98	143.75	19.49	375.74
208141	0.7968	-0.0786	20.76	202.91	20.02	372.7
208142	1.1479	-0.8985	18.91	130.65	18.34	368.57
208143	1.9232	-0.3449	20.15	188.15	18.78	367.93
208144	-0.1413	-1.0338	18.69	120.3	18.63	370.6
208145	-0.7373	-1.4703	20.17	189.28	19.42	367.47
208146	0.4664	-0.8712	20.91	192.6	19.48	369.69
208147	0.2605	-0.4548	19.93	159.74	19.81	368.67
208148	-0.1284	0.0677	20.33	187.03	19.28	370.11
208149	0.93	-0.0961	19.94	155.44	19.42	370.07
208150	0.1959	-0.6587	21.1	220.47	19.55	370.4
208151	0.5219	-0.6672	20.08	166.55	19.3	369.47
208152	-0.0027	-0.037	19.53	137.9	19.06	365.58
208153	-0.4647	-0.206	20.27	163.89	19.43	371.52
208154	0.0602	-0.4597	19.86	192.36	19.09	360.97
208155	0.5649	-0.6323	20.29	166.34	19.49	369.03
208156	-0.0229	-0.7755	20.29	183.95	19.74	360.15
208157	-0.0064	0.4297	20.65	186.19	20.23	369.85
208158	-0.277	-0.8084	20.85	188.83	19.92	376.82
208159	-0.5323	-0.561	20.77	203.44	19.88	366.74
208160	-0.3317	0.0449	20.53	130.56	19.81	371.82
208161	-0.9048	0.4625	20.75	245.19	19.98	368.54
208162	-0.3745	-1.6869	21.74	214.25	20.33	378.61
208163	1.0564	-0.9439	21.73	210.82	19.91	368.81
208164	0.4812	-0.8862	22.35	259.66	19.66	369.16
208165	1.0888	-0.4566	21.93	205.94	19.48	368.82
208166	1.2671	-0.025	22.37	264.73	19.66	368.06
208167	1.8003	-0.4194	20.31	141.12	19.6	374
208168	0.4341	-1.0572	19.06	106.61	18.92	367.32
208169	-0.0252	-0.2382	20.26	171.54	19.6	374.28
208170	0.4266	0.3358	20.26	187.64	19.35	362
208171	1.1896	-0.5731	19.74	116.53	19.38	367.62
208172	-0.032	-2.4687	21.45	275.82	20.07	362.97
208173	0.0727	-0.6455	20.32	157.08	19.73	371.11
208174	1.3785	-1.0535	19.27	91.31	19.23	371.33
208175	0.5608	-1.2145	20.38	149.86	19.82	374.01
208176	0.7954	-1.585	20.97	167.8	19.56	375.69
208177	1.4226	0.2396	19.88	143.42	19.43	373.75
208178	0.3414	-1.5151	20.76	236.51	19.79	367.3
208179	1.0053	-0.7336	18.64	98.72	18.53	368.3
208180	-0.3303	-1.1476	19.47	135.46	18.77	371.6
208181	-1.5614	0.6622	19.69	173.83	18.74	364.35
208182	-1.8402	0.2479	20.5	228.12	19.22	364.42
208183	-0.4114	0.5722	20.64	173.84	19.87	373.47
208184	0.1809	0.3407	20.2	202.44	19.1	363.6
208185	-0.2845	-0.227	20.27	169.67	19.73	365.91
208186	-0.114	0.0534	19.61	143.43	19.46	363.1
208187	-0.2822	-0.2597	20.86	223.65	19.99	376.73
208188	0.5378	0.0847	21.79	251.28	20.44	374
208189	0.3506	-0.9141	21.42	273.79	20.34	365.26
208190	-0.4071	-0.1201	21.9	240.05	20.59	368.1
208191	0.6432	-0.1959	20.47	158.95	20.3	369.68
208192	-0.0378	-0.4416	21.18	214.41	20.4	366.96
208193	0.258	-0.8341	20.23	164.34	19.71	363.93
208194	-0.4413	-0.2116	20.64	171.11	20.06	370.53
208195	-0.1235	-0.7265	21.96	194.71	20.54	373.81
208196	0.2113	-0.2716	22.17	258.74	20.6	365.08
208197	1.2993	-0.0491	20.93	176.83	20.04	369.62
208198	0.0896	0.2392	22.16	312.99	20.25	359.42
208199	1.0293	-0.0565	19.99	130.15	20.06	370.42
208200	0.7533	-0.2328	20.41	186.12	20	371.27
208201	0.4054	-0.9986	20.77	177.14	20.44	371.24
208202	0.1049	0.0405	20.97	197.95	20.23	368.32
208203	-0.5464	-0.2916	21.71	203.95	20.63	367.57
208204	-0.4124	-0.7605	20.79	155.47	20.4	366.85
208205	-1.2138	-0.8818	20.05	162.79	19.48	369.03
208206	-0.9638	-0.0018	20.21	181.83	19.22	361.97
208207	-1.6738	-0.0753	21.71	282.67	19.51	356.81
208208	-2.4026	-0.3166	21.72	287.01	19.57	346.38
208209	-1.4023	-0.5359	22.23	273.05	20.45	359.26
208210	0.4079	-0.9734	20.32	155.74	20.07	368.62
208211	-0.4294	0.4946	20.19	170.85	19.78	369.67
208212	-1.8501	0.1386	20.95	203.95	19.78	364.9
208213	-1.5065	0.1278	20.92	158.58	19.97	370.7
208214	-0.7665	-0.5642	21.15	182.09	20.55	368.45
208215	-0.8329	0.0471	21.13	186.23	20.47	361.7
208216	-1.8319	0.1137	21.61	178.72	20.63	367.81
208217	-0.2864	-0.52	23.18	272.64	21.39	361.7
208218	0.0378	0.3807	21.02	144.18	20.77	370.33
208219	2.4178	-0.4513	20.05	139.44	19.79	371.22
208220	1.4372	-0.3539	20.67	209.91	19.4	367.7
208221	1.52	0.3024	18.66	126.92	18.56	365.09
208222	0.9918	-0.0775	18.94	94.47	18.38	368.42
208223	0.9241	0.0031	19.3	150.17	19.13	366.42
208224	0.6619	-0.6626	20.36	225.14	19.86	366.41
208225	1.4765	0.031	20.11	205.14	20.14	368.01
208226	1.3864	-0.492	21.43	252.32	20.3	363.45
208227	1.1076	-1.0683	21.67	188.68	20.61	369.82
208228	0.9099	-2.363	21.91	268.31	20.54	359.91
208229	1.3388	-1.4438	20.74	184.08	20.35	371.25
208230	1.3595	-0.7058	20.78	163.59	20.42	374.67
208231	1.3791	0.1746	20.33	194.36	19.47	370.76
208232	1.0955	0.0894	19.33	157.19	18.95	362.15
208233	0.8246	-0.9644	19.38	141.45	18.94	366.26
208234	-0.6944	-1.3427	21.13	238.66	19.95	369.8
208235	-0.9937	-1.6093	22.28	257.38	21	367.65
208236	-0.8502	0.3956	21.33	181.39	21.24	372.19
208237	-0.8441	0.0637	20.99	195.83	20.71	373.92
208238	-0.6064	0.2765	18.78	67.25	18.72	372.49
208239	-2.3826	-0.8056	21.22	256.59	20.11	371.87
208240	-1.2967	-0.2197	21.42	251.23	20.33	364.86
208241	-1.2717	0.496	22.02	240.7	20.51	370.08
208242	-0.4644	0.1727	20.23	142.23	19.62	375.88
208243	-0.5606	-0.438	20.67	203.64	19.85	365.03
208244	-1.0938	0.2827	20.71	213.2	19.52	363.58
208245	-0.1474	0.4349	21.74	251.56	20.45	372.13
208246	-0.0233	0.0875	23.02	267.91	21.82	368.68
208247	1.3041	-0.2496	22.51	236.68	21.1	375.65
208248	0.3897	0.6117	21.49	210.51	20.9	374.41
208249	0.3568	-0.3874	21.92	200.99	21.4	374.05
208250	-0.471	-0.4013	22.33	227.59	21.84	369.62
208251	0.2741	-0.9042	22.51	225.54	21.9	379.5
208252	0.224	-0.5182	22.81	219.25	21.84	373.71
208253	1.396	-0.03	23.01	217.01	21.38	376.24
208254	1.2485	0.8016	21.89	216.03	20.82	372.81
208255	-0.0294	-0.0894	23.38	261.02	21.93	373.8
208256	1.1898	-0.5695	20.77	176.1	20.39	370.44
208257	1.4322	-0.012	21.5	214.22	20.79	380.87
208258	0.9346	0.0509	20.53	186.86	20.18	373.21
208259	0.1767	-0.0979	20.66	189.81	20.22	374.03
208260	-0.5813	-0.2467	20.52	191.24	19.91	365.08
208261	-0.208	-0.6578	21.5	234.43	20.39	369.71
208262	-0.0251	-0.4091	20.74	246.05	19.68	352.04
208263	-0.7793	-0.0446	22.71	271.28	20.82	364.38
208264	-1.7378	0.0246	22.28	253.6	20.7	358.46
208265	-0.9138	-0.0028	21.27	221.27	19.61	359.36
208266	-2.9751	0.5647	21.9	242.11	19.03	351.67
208267	-4.2037	-0.0006	22.13	322.52	18.08	335.08
208268	-3.5232	-0.3184	21.75	346.62	17.33	330.86
208269	-2.5644	-0.7178	21.8	247.27	17.74	340.39
208270	-1.9593	-0.4787	22.75	321.75	18.19	332.87
208271	0.0276	-1.0951	22.99	319.37	18.48	337.41
208272	0.3925	-0.1139	22.38	246.09	19.71	358.09
208273	0.4969	-0.1221	23.41	253.53	21.75	367.28
208274	-0.6157	0.3922	20.7	169.46	20.06	363.03
208275	-0.3609	0.5265	21.11	213.41	20.34	358.58
208276	-2.2645	0.9598	22.73	257.85	20.16	352.79
208277	-3.7935	1.1543	22.48	283.48	19.41	343.21
208278	-4.1575	0.445	22.77	284.96	19.77	345.33
208279	-3.987	1.4827	22.85	314.76	19.93	341.77
208280	-1.8656	0.5623	22.54	292.49	19.89	349.49
208281	-1.7837	0.4013	22.65	293.72	19.98	344.16
208282	-1.0264	0.516	22.25	246.89	20.12	350.85
208283	-0.6391	0.0028	22.33	227.08	20.49	352.38
208284	0.2267	-0.0019	22.56	246.71	20.95	358.23
208285	0.599	0.1828	22.79	218.14	21.34	368.07
208286	1.7239	-0.7455	21.45	170.73	21.13	368.58
208287	0.4504	0.3596	21.63	214.47	20.95	362.81
208288	-0.8527	1.1739	21.45	208.01	20.82	363.55
208289	-1.8108	0.0569	22.73	244.08	20.83	352.01
208290	-1.3082	0.0518	22.71	272.07	20.69	350.43
208291	0.4789	0.2757	22.26	221.46	20.98	374.27
208292	0.7129	0.2758	21.35	191.74	20.67	378.14
208293	0.7069	-0.2754	20.63	155.95	20.24	378.03
208294	1.257	-0.1956	20.32	162.01	19.81	373.92
208295	0.5056	0.7963	21.36	217.52	20.77	379.23
208296	1.5821	0.4281	20.91	182.51	20.27	372.86
208297	0.496	1.0127	21.07	197.77	20.44	373.3
208298	0.2791	-0.0444	19.91	148.48	19.82	372.64
208299	-0.7754	0.966	21.08	212.56	20.41	375.19
208300	-0.5261	-0.2437	20.86	146.61	20.29	378.06
208301	1.3876	0.3478	19.58	148.46	19.51	372.22
208302	1.5792	0.1488	21.04	248.34	20.15	371.74
208303	1.106	-0.379	19.88	189.1	19.3	367.17
208304	0.7953	0.604	19.14	146.53	18.99	368.16
208305	-0.4255	0.7033	20.3	173.4	19.74	375.61
208306	-0.0182	-0.715	19.72	137.04	19.5	368.5
208307	-0.7484	-0.0023	21.54	256.12	20.47	372.25
208308	0.8472	-0.5569	20.19	121.27	19.92	371.61
208309	0.8027	1.0656	19.96	154.99	19.35	372.38
208310	-0.5784	0.4012	21.94	243.25	20.84	371.3
208311	-0.0702	0.534	20.86	200.5	20.35	372.79
208312	0.1059	0.2312	20.7	211.83	20.33	367.93
208313	-0.9341	0.8861	21.8	243.81	20.9	375.37
208314	-1.1409	0.581	21.13	204.81	20.42	372.24
208315	-1.9278	-0.5108	21.97	266.67	20.54	364.52
208316	-1.1818	-0.4564	22.32	257.72	20.8	370.5
208317	-1.0555	0.8828	22.49	256.89	20.87	365.47
208318	-1.8019	0.2592	22.38	250.05	20.56	366.47
208319	-2.2709	-0.2933	22.74	292.02	20.14	354.36
208320	-2.2764	0.3743	22.78	291.61	19.84	352.74
208321	-2.1928	0.3685	22.9	279.18	20.09	355.73
208322	-2.6113	0.8743	22.71	254.48	19.63	357.4
208323	-3.7465	1.2546	22.28	270.44	19.18	357.61
208324	-4.3423	1.8225	22.02	273.84	18.01	347.15
208325	-4.3988	1.3538	20.81	294.88	17.01	333.12
208326	-3.4224	1.4947	20.81	264.05	17.83	341.23
208327	-3.595	1.8369	21.57	266.14	18.32	341.72
208328	-2.5373	1.2948	21.7	269.71	18.67	347.27
208329	-1.4829	1.5987	22.71	257.71	19.78	363.44
208330	-0.1808	0.7197	22.82	242.49	20.31	367.11
208331	0.4537	0.8027	21.46	184.32	19.8	371.49
208332	-0.9919	1.2989	21.33	175.69	19.38	370.96
208333	-0.3196	0.1871	21.81	189.71	19.68	372.98
208334	-1.2754	0.0676	19.59	155.89	18.49	365.34
208335	-1.8382	0.3343	20.24	170.86	18.86	366.19
208336	-2.2802	0.5087	20.48	165.87	18.64	370.95
208337	-3.1585	1.3589	21.08	196.1	18.35	370.63
208338	-2.4296	1.6256	22.22	223.3	18.8	363.87
208339	-2.5605	1.9608	21.46	218.5	18.41	368.26
208340	-2.1548	1.8389	21.16	219.74	17.96	357.48
208341	-0.9848	1.099	21.46	197.37	18.75	371.13
208342	-0.1879	0.5157	21.77	210.56	19.62	371.53
208343	0.5742	-0.1234	19.99	170.61	18.76	363.97
208344	0.5404	0.6632	21.34	212.76	19.64	369.32
208345	-1.3916	0.8103	21.32	201.3	18.88	365.76
208346	-2.3861	1.8304	21.06	260.81	17.12	343.92
208347	-2.3671	1.3313	20.57	256.79	16.48	341.65
208348	-2.2057	2.1085	20.16	185.55	15.9	358.47
208349	-1.8089	1.2078	20.91	246.51	17.27	355.65
208350	-1.7311	0.7804	22.45	256.56	19.02	361.68
208351	-1.6858	0.3005	20.92	207.35	18.11	357.89
208352	-1.7835	0.8696	22.1	258.27	18.32	355.94
208353	-1.7826	0.495	21.47	230.83	18.57	358.82
208354	-2.2091	1.743	21.54	245.63	18.06	352.28
208355	-2.6451	1.187	20.82	238.75	17.46	346.79
208356	-2.6741	1.3694	20.56	260.19	16.71	338.16
208357	-1.8663	0.5511	20.87	271.47	16.97	338.35
208358	-1.6288	1.2544	21.48	236.62	18.08	351.07
208359	-2.3997	1.6489	21.57	225.81	17.49	358.9
208360	-3.8738	1.5714	20.25	267.15	15.24	331.96
208361	-2.0047	1.3619	19.78	255.03	15.71	336.92
208362	-0.7163	1.1232	20.68	202.49	17.44	358.5
208363	-0.3437	0.4829	20.93	183.65	18.65	372.9
208364	-0.888	1.4466	22.06	227.66	18.4	364.22
208365	-0.6788	0.724	21.36	196.48	18.45	365.43
208366	0.9576	0.2485	20.66	156.53	19.11	375.29
208367	0.7283	0.59	20.04	150.21	18.67	375.12
208368	0.4603	0.8209	20.42	160.9	19.24	377.1
208369	0.3772	0.2823	20.5	113.92	19.45	379.2
208370	0.1226	0.2793	20.3	94.55	18.97	376.8
208371	-0.5267	1.2054	20.95	221.82	17.5	348.14
208372	-1.0517	1.6552	20.25	218.56	16.05	339.44
208373	-1.082	1.2898	20.14	245.76	15.31	336.9
208374	-1.5958	0.8198	20.14	244.09	15.93	336.44
208375	-1.9938	1.5119	20.43	257.83	15.71	336.43
208376	-2.3008	1.258	20.04	267.01	15.35	339.59
208377	-1.5906	1.1024	20.8	246.87	15.83	346.84
208378	-0.7757	0.3792	21.29	199.22	17.54	372.19
208379	-0.5784	1.2855	21.74	211.4	18.23	375.28
208380	-1.344	0.6402	21.88	238.86	17.86	368.9
208381	-0.8256	1.1428	21	190.41	17.53	373.43
208382	-0.806	1.5784	22.4	251.69	18	361.4
208383	0.3048	0.1953	19.29	92.02	16.84	368.66
208384	-0.8533	1.2483	20.66	231.79	17.09	345.65
208385	-1.2234	1.162	20.74	215.53	16.68	342.97
208386	-2.3378	1.4828	20.66	249.19	15.92	336.76
208387	-2.1243	1.41	19.95	228.54	15.42	342.76
208388	-2.01	1.2508	20.65	258.46	15.58	335.25
208389	-2.0594	1.6542	20.61	235.17	15.76	349.71
208390	-1.71	1.7495	21	260.95	16.34	349.56
208391	0.0132	0.639	21.81	198.88	18	368.69
208392	0.9151	0.6144	21.74	226.9	18.29	366.14
208393	-0.2748	0.9701	19.94	109.37	16.48	365.1
208394	-1.5766	1.4349	20.58	250.99	15.59	339.76
208395	-1.8061	1.6972	20.87	262.03	16.11	343.68
208396	-1.4146	1.1906	21.54	250.98	16.77	357.3
208397	-0.728	0.7858	21.71	205.56	17.68	376.95
208398	-1.1673	1.8028	22.13	232.89	17.76	360.9
208399	-0.2683	0.8005	19.87	136.96	16.21	368.46
208400	-0.5308	1.0379	21.48	187	17.64	374.71
208401	-1.5919	1.7894	21.85	214.57	16.92	372.07
208402	-1.793	1.7553	20.32	186.19	15.01	358.19
208403	-1.8103	1.6579	19.58	231.67	14.6	336.03
208404	-1.6904	1.6055	20.27	251.44	15.07	336.93
208405	-1.4584	1.7521	20.36	227.88	15.25	349.95
208406	-0.9459	1.2989	18.81	107.41	15.12	365.88
208407	-0.8668	1.6605	21.1	240.15	16.65	359.83
208408	-1.0176	1.2638	20.48	154.08	16.74	378.94
208409	-0.4663	1.6364	19.4	142.61	16.2	358.9
208410	-0.6252	1.6386	18.22	121.98	15.44	356.1
208411	-1.1192	2.0453	20.1	209.3	15.69	354.06
208412	-0.7954	1.1414	20.93	219.26	16.55	363.72
208413	0.3874	1.2357	20.1	128.06	16.85	383.25
208414	0.1868	1.3749	21.56	198.78	17.19	373.24
208415	-0.426	1.1804	21.89	172.39	17.68	382.03
208416	-0.4625	0.6265	21.04	143.12	16.97	380.4
208417	0.7922	-0.1921	22.51	211.16	18.49	375.62
208418	0.6557	-0.2348	20.99	193.32	17.53	371.55
208419	0.5763	0.1832	21.78	197.13	18.4	379.19
208420	0.2968	-0.3205	22.47	171.71	18.9	383.53
208421	0.4961	-0.7932	21.82	160.89	19.01	385.04
208422	0.0867	0.1816	21.81	211.93	18.6	378.65
208423	0.3465	0.076	21.02	157.25	18.19	381.66
208424	-0.3503	0.4639	22.15	204.25	18.74	375.11
208425	-0.2978	-0.0816	21.63	202.71	18.12	374.73
208426	-0.5201	1.0409	21.81	225.27	17.35	352.72
208427	-0.4421	0.9287	21.62	248.03	16.59	348.1
208428	-0.5974	1.4161	21.68	255.3	15.71	343.97
208429	-0.9749	1.3423	21.45	277.96	15.26	333.31
208430	0.1724	1.3273	21.13	284.98	15.27	337.1
208431	0.5855	1.6316	19.6	179.37	14.85	353.5
208432	-0.5288	1.416	20.76	205.78	15.66	369.3
208433	-1.758	1.5233	22.13	251.21	16.03	355.77
208434	-1.5707	1.5742	20.34	169.63	14.55	369.2
208435	-2.6433	2.3689	20.1	211.14	14.44	359.22
208436	-2.6457	1.6192	21.02	236.1	15.41	359.28
208437	-2.9553	2.2546	22.95	270.17	16.73	370.19
208438	-3.379	2.3621	20.99	182.38	15.38	369.07
208439	-2.7178	1.8278	22.49	243.53	16.52	364.93
208440	-2.7123	2.1527	22.2	248.76	16.33	363.51
208441	-1.972	1.5412	22.67	284.44	16.91	358.78
208442	0.3027	1.1789	19.23	109.51	16	371.3
208443	0.141	0.5149	21.52	227.8	16.95	372.16
208444	0.8555	-0.1401	21.47	206.75	18.29	378.41
208445	-0.2627	-0.4926	20.32	180.55	17.94	371.02
208446	0.7193	0.1448	19.04	195.39	17.5	364.16
208447	0.0606	-0.2196	20.44	191.76	17.37	375.78
208448	0.5941	0.0582	21.02	188.73	18.19	374.55
208449	0.3099	0	21.32	198.47	18.48	375.03
208450	0.5275	0.6275	21.17	197.28	17.8	372.03
208451	0.8686	-1.1122	19.86	203.65	17.76	360.62
208452	0.4288	0.1066	20	175.82	18.15	374.77
208453	0.177	-0.5954	22.94	278.12	19.07	372.8
208454	1.6497	-0.3557	18.47	156.65	17.52	371.78
208455	-0.6032	1.0669	21.18	224.91	17.19	363.29
208456	0.5861	-0.1847	22.92	278.94	19.22	366.99
208457	0.7448	-0.7675	19.2	175.3	17.84	372.91
208458	-0.1801	0.4615	21.52	240.13	18.56	375.01
208459	-0.5749	0.144	22.03	203.88	18.72	367.07
208460	-2.0164	2.2428	22.53	319.15	16.01	335.1
208461	-2.3997	1.5423	21.44	330.33	14.07	326.47
208462	-1.0107	1.5479	21.64	326.2	15.08	331.42
208463	-1.3066	2.0628	21.92	270.77	15.18	341.85
208464	-1.3507	1.062	22.34	264.82	15.94	359.68
208465	-1.4578	0.2923	22.91	245.31	17.87	370.32
208466	-1.9086	0.6251	23.77	294.19	17.27	352.46
208467	-0.4874	0.4195	22.93	309.86	16.46	343.5
208468	0.6918	0.0445	23.3	296.04	17.85	358.79
208469	-0.2641	-0.4873	23.31	215.78	19.23	374.98
208470	1.1918	0.0651	22.21	180.79	18.89	378.56
208471	0.4594	-0.5906	21.07	200.05	18.65	371.11
208472	0.9809	-0.2085	20.66	148.44	18.08	378.8
208473	1.1035	-0.7105	20.72	165.55	17.67	373.39
208474	0.8904	-0.5891	18.9	151.26	18.05	374.77
208475	1.3109	-0.8556	22.09	296.37	18.82	373.7
208476	2.5209	0.0955	20.67	195.75	18.94	374.91
208477	0.7384	-1.0258	20.76	218.58	18.99	373.74
208478	1.6025	0.0841	19	171.68	18.21	372.15
208479	-0.0404	-0.2903	21.37	206.28	18.7	379.86
208480	-1.0315	0.8403	20.37	182.26	18.84	374.19
208481	-0.816	-0.0269	22.18	283.52	19.24	367.2
208482	0.0721	-0.6615	20.39	143.75	19.6	375.45
208483	-0.9963	-0.6916	20.53	220.01	19.45	369.14
208484	-1.2534	-0.6567	21.83	197.92	19.01	372.12
208485	-1.0733	-0.2743	22.12	232.22	18.18	361.72
208486	-0.3845	-0.407	23	276.12	18.19	357.91
208487	-0.295	-0.2274	23.57	269.87	18.81	368.46
208488	0.8312	-0.7088	21.6	161.87	18.73	367.93
208489	0.0538	0.0212	22.13	200.13	19.63	375.48
208490	0.355	-0.6302	21.44	179.59	19.67	378.04
208491	2.0952	0.5212	19.85	180.91	18.22	372.68
208492	0.3469	0.3711	21.59	227.99	18.99	371.52
208493	-0.0413	-0.4654	21.37	204.32	19.6	368.87
